region_key,month,day,TMIN,TMAX,IRRAD,VAP,WIND,RAIN,n_years
in,12,29,-2.5433,4.04,5796333.3,5.5403,3.028,0.321,30
in,12,30,-3.1433,3.5233,5808000.0,5.3101,3.0713,0.264,30
in,12,31,-2.2033,3.62,5483666.7,5.547,3.3187,0.37,30
sd,1,1,-13.52,-5.8833,6522333.3,2.4391,3.0143,0.0527,30
sd,1,2,-13.85,-3.4033,6558666.7,2.712,2.6018,0.019,30
sd,1,3,-12.44,-2.91,6347333.3,2.8102,3.3371,0.06,30
sd,1,4,-14.2433,-4.7967,6410666.7,2.6552,3.0553,0.1307,30
sd,1,5,-12.87,-3.7733,6409333.3,2.8413,3.3704,0.0353,30
sd,1,6,-12.8867,-4.32,6569666.7,2.8654,3.0043,0.063,30
sd,1,7,-12.89,-2.5,6977666.7,2.9194,2.7948,0.0123,30
sd,1,8,-11.5967,-2.2633,6556333.3,2.9842,2.8549,0.0417,30
sd,1,9,-11.49,-2.35,6764000.0,2.8978,3.3618,0.0373,30
sd,1,10,-11.5033,-2.5833,6844333.3,3.0121,3.2425,0.0603,30
sd,1,11,-12.2833,-2.6767,6554666.7,2.8892,2.9772,0.048,30
sd,1,12,-12.9033,-4.2867,6810666.7,2.6875,3.3366,0.0653,30
sd,1,13,-15.15,-4.83,6923666.7,2.5363,2.7342,0.053,30
sd,1,14,-12.84,-3.9767,6943333.3,2.7829,3.1372,0.106,30
sd,1,15,-13.7633,-3.9867,7454666.7,2.494,3.2995,0.0203,30
sd,1,16,-12.98,-3.0467,7244333.3,2.774,3.3072,0.0447,30
sd,1,17,-13.38,-2.72,7314000.0,2.6978,3.3242,0.1,30
sd,1,18,-13.4567,-2.18,7044666.7,2.6798,3.4494,0.1427,30
sd,1,19,-13.0267,-4.29,7559666.7,2.7551,3.0483,0.037,30
sd,1,20,-12.5067,-4.2633,7224666.7,2.829,2.772,0.0597,30
sd,1,21,-11.4933,-2.79,6481000.0,2.9431,3.232,0.0753,30
sd,1,22,-12.2433,-2.7767,7480666.7,2.7227,3.1317,0.0173,30
sd,1,23,-12.2933,-2.7867,7368000.0,2.8045,3.1271,0.057,30
sd,1,24,-12.03,-2.58,7647333.3,2.8928,3.1293,0.026,30
sd,1,25,-11.6433,-3.0933,7824333.3,2.88,3.2629,0.0973,30
sd,1,26,-11.6367,-1.4067,8259666.7,3.0489,3.2674,0.031,30
sd,1,27,-11.4867,-1.5233,8484000.0,3.0644,3.2775,0.0367,30
sd,1,28,-11.4333,-1.8333,7922333.3,3.1686,2.9993,0.057,30
sd,1,29,-12.1433,-2.69,8328666.7,2.9725,3.2332,0.0533,30
sd,1,30,-12.4667,-2.8367,8879000.0,3.0286,2.8474,0.098,30
sd,1,31,-10.4033,-1.2833,9129333.3,3.4336,3.0189,0.0533,30
sd,2,1,-11.3433,-1.31,9383333.3,3.1387,2.9585,0.0423,30
sd,2,2,-12.1833,-2.18,9098333.3,3.046,2.7574,0.0423,30
sd,2,3,-12.62,-2.5833,9023000.0,2.9553,3.1671,0.0557,30
sd,2,4,-12.4167,-2.9833,9734666.7,2.7486,3.1628,0.0593,30
sd,2,5,-10.1433,-1.61,9592333.3,3.0412,2.7857,0.0393,30
sd,2,6,-9.9167,-0.0533,9745666.7,3.2633,2.819,0.0333,30
sd,2,7,-10.6,-0.9467,9871000.0,3.0645,3.2133,0.0417,30
sd,2,8,-11.9933,-1.4533,10225666.7,2.9179,3.0103,0.0713,30
sd,2,9,-10.56,-1.4433,10166000.0,3.0902,3.4082,0.078,30
sd,2,10,-12.1567,-1.41,9994333.3,2.9409,3.3637,0.0863,30
sd,2,11,-11.12,-1.1767,10171000.0,2.8492,3.6182,0.054,30
sd,2,12,-13.3067,-2.21,11426666.7,2.5072,3.0354,0.0273,30
sd,2,13,-11.2433,-0.6067,10962000.0,2.8449,3.1077,0.0303,30
sd,2,14,-10.53,-0.38,10548666.7,3.1632,3.3469,0.0967,30
sd,2,15,-11.9433,-1.7933,11383000.0,2.9174,3.2689,0.0613,30
sd,2,16,-11.1667,-0.7967,11916666.7,2.8517,3.0895,0.027,30
sd,2,17,-9.33,0.55,11912666.7,3.3207,3.0991,0.0377,30
sd,2,18,-9.8067,1.44,11796000.0,3.3069,3.0074,0.007,30
sd,2,19,-9.71,1.7467,12100666.7,3.4154,2.9818,0.0273,30
sd,2,20,-7.8433,2.1533,11353666.7,3.8488,3.0931,0.1727,30
sd,2,21,-8.9,1.9067,12012333.3,3.4257,3.0476,0.05,30
sd,2,22,-9.0,1.2533,11867333.3,3.5402,3.0459,0.0983,30
sd,2,23,-8.6333,0.5433,12305666.7,3.5603,3.2866,0.1377,30
sd,2,24,-9.5433,0.6967,11592333.3,3.4159,3.0112,0.141,30
sd,2,25,-9.88,0.2333,13122000.0,3.3728,3.5631,0.138,30
sd,2,26,-9.8267,0.92,13032000.0,3.2294,3.4125,0.0773,30
sd,2,27,-11.08,0.28,13579000.0,3.0217,2.9552,0.0327,30
sd,2,28,-9.71,0.4833,12633000.0,3.242,3.2995,0.112,30
sd,3,1,-9.7767,0.02,13959333.3,3.4006,3.0146,0.138,30
sd,3,2,-10.6,0.21,14276000.0,3.0698,3.3503,0.038,30
sd,3,3,-9.0133,0.8067,14163333.3,3.3767,3.3496,0.0277,30
sd,3,4,-7.38,2.97,13958000.0,3.6678,3.3718,0.043,30
sd,3,5,-8.21,3.04,14586333.3,3.8562,3.2076,0.1343,30
sd,3,6,-7.3967,3.2633,14959333.3,3.9004,3.3632,0.079,30
sd,3,7,-7.16,2.4167,14072000.0,3.7529,3.4925,0.031,30
sd,3,8,-6.8233,3.02,14154333.3,4.0562,3.1882,0.0897,30
sd,3,9,-6.9233,2.9033,14564333.3,3.9153,3.1374,0.1933,30
sd,3,10,-6.9633,4.17,14372000.0,3.8483,3.174,0.111,30
sd,3,11,-6.1,5.5133,15986666.7,4.34,3.3194,0.1087,30
sd,3,12,-4.4967,7.17,14645000.0,4.65,3.4832,0.1467,30
sd,3,13,-4.6033,7.5467,15620666.7,4.9389,2.9973,0.1883,30
sd,3,14,-3.29,8.2,15887333.3,4.8379,3.4652,0.169,30
sd,3,15,-2.8733,7.6967,15540666.7,4.8616,3.2128,0.0917,30
sd,3,16,-3.5333,7.86,15884333.3,4.9235,3.0479,0.0407,30
sd,3,17,-2.8767,7.7333,15632666.7,4.9524,3.1355,0.0327,30
sd,3,18,-2.3533,7.51,15407666.7,5.1824,3.0862,0.0997,30
sd,3,19,-2.4767,9.0833,15968000.0,5.1794,3.2825,0.0503,30
sd,3,20,-2.4433,8.7,16779000.0,4.8452,3.3292,0.023,30
sd,3,21,-3.09,8.8167,16982000.0,4.7996,2.811,0.03,30
sd,3,22,-2.5467,8.43,15238000.0,5.0257,2.8134,0.1057,30
sd,3,23,-2.1,8.2433,14971333.3,5.4741,2.7866,0.157,30
sd,3,24,-2.0167,8.2833,14932666.7,5.4126,3.2413,0.176,30
sd,3,25,-2.7067,7.3933,15685000.0,5.0577,3.3318,0.117,30
sd,3,26,-3.7833,9.1,17097333.3,4.9839,3.1285,0.103,30
sd,3,27,-1.4633,10.14,16236666.7,5.6842,3.2725,0.2047,30
sd,3,28,-1.79,10.3567,16806333.3,5.51,3.1135,0.1263,30
sd,3,29,0.0,11.43,16636666.7,5.8509,3.4326,0.1257,30
sd,3,30,0.4933,11.98,15764000.0,5.8834,3.1973,0.175,30
sd,3,31,-0.4033,11.6967,15884666.7,5.7883,3.4365,0.364,30
sd,4,1,-0.77,11.63,18578333.3,5.5877,3.2224,0.1607,30
sd,4,2,-0.4667,12.5833,17902000.0,5.8312,3.1824,0.0893,30
sd,4,3,-1.4033,11.12,17401000.0,5.238,3.4487,0.1483,30
sd,4,4,-2.28,10.9967,18739333.3,5.0778,2.9937,0.0887,30
sd,4,5,0.9733,13.52,18514333.3,5.9963,3.311,0.119,30
sd,4,6,-0.0467,13.37,17752333.3,6.0391,3.7181,0.2157,30
sd,4,7,0.5667,11.5767,18222333.3,5.9619,3.8191,0.408,30
sd,4,8,-0.0167,12.1367,18044666.7,5.7927,3.1039,0.107,30
sd,4,9,0.0733,13.9233,18472666.7,5.7962,3.1975,0.1343,30
sd,4,10,1.1933,13.9067,16548000.0,5.9986,3.091,0.351,30
sd,4,11,0.68,13.37,18150666.7,6.0924,3.4597,0.5003,30
sd,4,12,2.33,14.16,19015666.7,6.4008,3.7947,0.218,30
sd,4,13,1.9333,15.5567,21027333.3,6.7606,3.3867,0.1553,30
sd,4,14,1.9267,15.5867,19376666.7,6.6542,3.6917,0.138,30
sd,4,15,3.59,14.4667,17940666.7,6.7505,4.0217,0.3473,30
sd,4,16,1.8867,12.9833,18298333.3,6.7993,3.516,0.298,30
sd,4,17,0.32,13.7333,21414333.3,6.2311,2.7335,0.1317,30
sd,4,18,3.6933,15.83,18608000.0,7.3874,3.4063,0.3577,30
sd,4,19,2.8833,13.9667,18379000.0,7.0419,3.2578,0.2763,30
sd,4,20,3.45,15.15,18634666.7,7.3186,3.21,0.1303,30
sd,4,21,3.0233,16.5033,19542000.0,7.5325,2.9913,0.2267,30
sd,4,22,2.0533,17.1733,21484666.7,6.8705,2.9873,0.3017,30
sd,4,23,3.7667,18.4933,22770666.7,7.2812,3.2871,0.22,30
sd,4,24,4.5867,18.34,19913333.3,7.8231,3.1506,0.1517,30
sd,4,25,4.1033,17.7833,19488666.7,7.2676,3.2365,0.2143,30
sd,4,26,3.6267,16.0433,18838000.0,7.3406,3.1999,0.281,30
sd,4,27,4.3967,16.92,19237666.7,7.5355,3.1992,0.3533,30
sd,4,28,4.5667,17.3,20284333.3,7.7854,2.9708,0.1953,30
sd,4,29,5.0633,18.1833,19516000.0,7.9776,3.3299,0.2187,30
sd,4,30,5.8367,17.5067,19365333.3,8.038,3.2789,0.273,30
sd,5,1,5.67,18.0067,21088000.0,7.8196,3.437,0.1183,30
sd,5,2,4.0933,17.88,21013333.3,7.5041,2.8247,0.1647,30
sd,5,3,5.0267,19.5933,23316000.0,7.7762,3.0273,0.074,30
sd,5,4,6.24,20.0633,20417666.7,8.2645,2.9284,0.2977,30
sd,5,5,7.5667,20.7533,20032666.7,9.2148,3.0754,0.3193,30
sd,5,6,8.9533,21.1367,17867333.3,10.2774,3.1688,0.415,30
sd,5,7,8.34,20.1833,19759333.3,9.8642,3.3366,0.274,30
sd,5,8,8.64,19.53,18426666.7,10.2106,3.2325,0.594,30
sd,5,9,7.5933,19.3433,19420000.0,10.091,3.0486,0.3477,30
sd,5,10,7.6033,19.74,20039333.3,9.6754,3.0186,0.4603,30
sd,5,11,7.18,19.38,19798333.3,9.1139,3.3448,0.3467,30
sd,5,12,6.7867,18.8067,20227000.0,9.2309,3.2454,0.5297,30
sd,5,13,7.7633,19.7367,21350000.0,9.2679,3.6601,0.2917,30
sd,5,14,8.6067,21.2933,22467666.7,10.1208,3.3946,0.091,30
sd,5,15,8.81,21.98,22939000.0,10.4204,2.6501,0.1193,30
sd,5,16,9.3267,23.2633,22719000.0,11.0657,2.6528,0.2803,30
sd,5,17,10.29,23.37,22786000.0,11.1978,3.2634,0.3293,30
sd,5,18,10.15,23.7967,24571666.7,11.2195,3.294,0.1463,30
sd,5,19,10.3967,23.0833,22283666.7,11.0712,3.3361,0.153,30
sd,5,20,9.9933,21.72,22777000.0,11.0525,3.0311,0.1877,30
sd,5,21,10.0833,22.0467,21152000.0,10.8061,3.4393,0.428,30
sd,5,22,11.71,23.3567,20243333.3,11.6997,3.5639,0.2827,30
sd,5,23,11.71,22.9633,19490333.3,12.2779,3.2454,0.4293,30
sd,5,24,11.3067,21.9067,18690000.0,12.0493,3.0835,0.6133,30
sd,5,25,11.39,22.4933,20413333.3,12.0458,3.187,0.2023,30
sd,5,26,10.28,23.23,21701666.7,11.7578,2.8395,0.1623,30
sd,5,27,11.97,23.0,20065333.3,12.4402,2.9909,0.4167,30
sd,5,28,12.4467,25.12,24119000.0,12.805,2.9576,0.1167,30
sd,5,29,12.8267,25.0667,21229000.0,13.4123,2.9514,0.371,30
sd,5,30,12.9133,25.2367,22154000.0,13.5862,2.7914,0.416,30
sd,5,31,12.1333,24.3567,21740000.0,12.3369,2.8309,0.3653,30
sd,6,1,12.4933,24.89,23115000.0,12.7475,2.903,0.1803,30
sd,6,2,13.23,25.6333,22419333.3,13.3252,3.0917,0.2067,30
sd,6,3,13.55,25.08,22168666.7,13.5153,2.8822,0.3157,30
sd,6,4,13.84,25.9333,22783000.0,14.3323,2.5005,0.219,30
sd,6,5,14.2033,26.3233,23094666.7,14.5392,2.473,0.4543,30
sd,6,6,14.8933,27.16,24076000.0,14.3999,3.1561,0.29,30
sd,6,7,14.62,27.5033,23474333.3,14.6452,2.8506,0.1037,30
sd,6,8,15.0333,27.2167,22618666.7,14.5995,3.1216,0.338,30
sd,6,9,15.22,26.75,22366333.3,14.8177,3.1714,0.5397,30
sd,6,10,14.8733,26.7,22196333.3,15.5698,2.9993,0.3473,30
sd,6,11,15.4567,26.5333,23610333.3,15.3315,2.9269,0.4943,30
sd,6,12,14.2667,26.4567,25134333.3,14.631,2.6221,0.3533,30
sd,6,13,14.96,27.3933,23262000.0,15.1791,2.8704,0.4297,30
sd,6,14,16.3167,27.4667,22811000.0,15.9315,3.1736,0.366,30
sd,6,15,16.2933,27.2767,25437666.7,15.7942,3.045,0.2157,30
sd,6,16,15.93,27.85,24328333.3,15.9661,2.8223,0.2603,30
sd,6,17,16.6267,28.2333,22887666.7,16.9057,2.9351,0.2897,30
sd,6,18,15.55,28.1033,25147000.0,16.0965,2.9957,0.3327,30
sd,6,19,16.0533,28.3167,25131333.3,16.1204,2.9317,0.2547,30
sd,6,20,16.8233,28.0133,23037000.0,16.5964,2.9959,0.6153,30
sd,6,21,16.7467,27.82,22298000.0,16.9401,3.0668,0.7397,30
sd,6,22,16.1033,28.3033,24054333.3,17.2873,2.6111,0.5327,30
sd,6,23,16.8367,28.76,24820333.3,17.5164,2.8407,0.3977,30
sd,6,24,16.92,29.2633,25230666.7,18.2745,2.7026,0.268,30
sd,6,25,17.35,28.72,24483000.0,18.1138,3.1338,0.4037,30
sd,6,26,17.1633,29.0167,24276333.3,17.7988,2.868,0.2413,30
sd,6,27,16.76,28.5,25748000.0,17.6901,2.739,0.406,30
sd,6,28,16.7967,28.48,26398333.3,17.3834,3.1585,0.223,30
sd,6,29,17.0867,29.7,26278666.7,17.4911,2.8486,0.0697,30
sd,6,30,17.4433,29.5067,25034333.3,17.666,2.7668,0.1417,30
sd,7,1,16.7267,29.4567,24627000.0,17.2892,2.7691,0.3983,30
sd,7,2,17.53,30.02,24718666.7,17.8687,2.8874,0.1597,30
sd,7,3,18.3733,30.3233,25196333.3,19.501,2.7098,0.0523,30
sd,7,4,18.62,30.57,24496666.7,19.7404,2.8297,0.4493,30
sd,7,5,18.4867,30.2367,23776000.0,19.4937,2.7785,0.3513,30
sd,7,6,18.07,29.7867,23992666.7,19.0358,2.5082,0.4947,30
sd,7,7,17.8133,29.6267,24027333.3,18.7284,2.5958,0.404,30
sd,7,8,18.4133,30.14,25796333.3,18.8906,2.7665,0.096,30
sd,7,9,18.0233,30.5567,25899333.3,19.1836,2.4478,0.3423,30
sd,7,10,18.5267,30.4433,25225666.7,19.5651,3.0957,0.1037,30
sd,7,11,18.72,30.37,25359666.7,19.7154,3.1472,0.176,30
sd,7,12,18.3433,30.7067,25531666.7,19.0467,2.8154,0.157,30
sd,7,13,18.3167,31.2233,26362666.7,19.3371,2.4799,0.0697,30
sd,7,14,18.7133,31.7633,25591000.0,19.7764,2.7263,0.2557,30
sd,7,15,18.9633,31.4133,25483666.7,19.5378,2.6102,0.0293,30
sd,7,16,18.9633,31.6467,25616000.0,19.5002,2.7519,0.2283,30
sd,7,17,18.9233,31.6033,26340666.7,20.1678,2.784,0.3157,30
sd,7,18,19.08,31.36,24771666.7,20.4756,2.8721,0.1117,30
sd,7,19,19.78,31.37,25455666.7,21.0929,2.7519,0.1467,30
sd,7,20,19.3833,31.2067,24495000.0,20.5668,2.6803,0.1823,30
sd,7,21,18.4167,30.9433,23889333.3,19.8188,2.3482,0.1113,30
sd,7,22,18.5533,31.0667,24886000.0,19.901,2.4176,0.0743,30
sd,7,23,18.1033,31.1567,24758666.7,19.4418,2.4607,0.1033,30
sd,7,24,18.9167,31.1067,24767333.3,19.7536,2.8767,0.243,30
sd,7,25,19.0567,31.1333,23205000.0,20.6002,2.7062,0.354,30
sd,7,26,18.4933,30.72,24374666.7,19.773,2.8288,0.2403,30
sd,7,27,18.22,30.47,24682000.0,19.1264,2.6827,0.2907,30
sd,7,28,17.7633,29.7167,23765333.3,18.5558,2.3607,0.44,30
sd,7,29,16.6533,29.72,23767333.3,17.7196,2.3255,0.0993,30
sd,7,30,17.6867,29.97,23418666.7,18.7642,2.3544,0.192,30
sd,7,31,18.1033,30.72,24017000.0,19.1998,2.6257,0.1637,30
sd,8,1,17.9633,30.27,23654666.7,19.4154,2.6631,0.1273,30
sd,8,2,17.2167,30.2333,23015666.7,19.0855,2.4234,0.391,30
sd,8,3,18.0233,30.04,22175666.7,19.8287,2.4155,0.1763,30
sd,8,4,17.6267,29.2167,21471333.3,19.1641,2.8652,0.3697,30
sd,8,5,17.5867,28.9333,21285666.7,19.1148,2.4461,0.345,30
sd,8,6,17.7233,28.9333,21075666.7,19.4445,2.5788,0.415,30
sd,8,7,17.3167,29.54,22704000.0,19.7648,2.3743,0.1743,30
sd,8,8,17.8967,29.8033,22926666.7,19.7633,2.6626,0.1307,30
sd,8,9,17.3767,29.7333,21745333.3,18.9743,2.5493,0.1937,30
sd,8,10,16.4067,28.8,22388666.7,18.1064,2.2606,0.1783,30
sd,8,11,17.0767,29.24,21470666.7,18.609,2.6109,0.1567,30
sd,8,12,17.6267,29.1333,21351666.7,19.2263,2.6624,0.2107,30
sd,8,13,16.25,28.61,21319666.7,18.0804,2.6988,0.4023,30
sd,8,14,16.2733,28.8867,21861666.7,17.463,2.8745,0.1263,30
sd,8,15,16.6767,28.9,21589666.7,17.8652,2.9729,0.3147,30
sd,8,16,16.2267,28.4967,20843666.7,18.0352,2.7337,0.2487,30
sd,8,17,15.78,28.3733,22645333.3,17.6688,2.6789,0.0897,30
sd,8,18,16.6033,28.4833,21107333.3,18.0016,3.1513,0.363,30
sd,8,19,15.8367,27.9167,20245666.7,17.7688,3.0151,0.4827,30
sd,8,20,15.94,27.9767,20129333.3,17.5476,3.1159,0.2077,30
sd,8,21,16.14,28.74,21452000.0,18.1211,2.8491,0.1207,30
sd,8,22,17.0133,29.7033,21795333.3,18.3259,2.9442,0.0307,30
sd,8,23,17.2167,30.0467,20390333.3,18.8046,3.0526,0.162,30
sd,8,24,17.5167,29.8767,21131000.0,19.2381,3.0713,0.1743,30
sd,8,25,17.0367,29.4167,20472333.3,18.6466,2.6164,0.121,30
sd,8,26,16.67,28.9667,20178666.7,18.2559,2.6049,0.4513,30
sd,8,27,16.6767,29.06,19442333.3,18.5503,2.6372,0.0963,30
sd,8,28,17.06,28.8333,19032333.3,18.9403,2.7921,0.2863,30
sd,8,29,15.5933,28.8233,20902333.3,17.3107,2.7225,0.1507,30
sd,8,30,15.62,28.85,20635666.7,16.5857,2.9894,0.0767,30
sd,8,31,16.31,28.8033,20248000.0,17.0659,3.356,0.1693,30
sd,9,1,16.2533,28.7633,19766333.3,17.3129,3.1891,0.1303,30
sd,9,2,15.61,28.3267,19114000.0,16.6241,3.2191,0.3733,30
sd,9,3,15.0233,28.36,19958333.3,16.1873,3.0459,0.0657,30
sd,9,4,15.1767,28.6033,18922333.3,16.4465,3.1281,0.1653,30
sd,9,5,15.73,28.3167,18912666.7,16.5238,3.3843,0.2117,30
sd,9,6,14.3533,28.01,19602333.3,15.7492,3.1003,0.204,30
sd,9,7,13.3733,26.4067,17980000.0,14.3817,3.0644,0.3617,30
sd,9,8,12.5733,25.16,18404000.0,13.6678,2.9858,0.277,30
sd,9,9,12.7733,25.4367,16710333.3,14.2766,3.2241,0.349,30
sd,9,10,12.67,25.9533,18288000.0,13.7303,3.0747,0.0573,30
sd,9,11,13.38,25.6133,16504333.3,13.6778,2.8716,0.2307,30
sd,9,12,12.1433,25.8033,17789000.0,13.3569,2.7304,0.1707,30
sd,9,13,11.8767,25.2733,16783333.3,13.0043,3.0421,0.1437,30
sd,9,14,11.58,24.3267,16543333.3,13.2626,2.9834,0.1637,30
sd,9,15,12.3933,25.4167,15997333.3,13.5576,3.051,0.3813,30
sd,9,16,12.6933,26.31,17024333.3,13.7965,3.1465,0.12,30
sd,9,17,12.6667,25.3367,16495666.7,13.4271,3.4393,0.0483,30
sd,9,18,12.9367,25.0867,15390666.7,13.7661,3.2863,0.1197,30
sd,9,19,12.86,25.1033,15739000.0,13.2956,3.4116,0.2863,30
sd,9,20,11.49,24.5833,15471666.7,12.4693,3.4305,0.3143,30
sd,9,21,10.4,22.97,14559666.7,11.6458,3.3879,0.139,30
sd,9,22,9.3733,21.55,14425000.0,11.0982,3.0445,0.2773,30
sd,9,23,10.37,22.08,13249333.3,11.8512,3.3158,0.5533,30
sd,9,24,9.5733,22.3167,14143666.7,12.0018,2.8309,0.4227,30
sd,9,25,9.0167,22.51,14652333.3,11.1972,2.6918,0.134,30
sd,9,26,9.3,23.8167,16406666.7,11.2389,2.8393,0.0917,30
sd,9,27,9.1867,23.34,15588666.7,10.9436,2.9454,0.0617,30
sd,9,28,8.2633,22.82,15352333.3,9.9966,2.9921,0.21,30
sd,9,29,9.23,23.2567,14867666.7,10.3591,3.3642,0.1067,30
sd,9,30,10.1733,23.6733,14381666.7,11.0629,3.3074,0.4183,30
sd,10,1,8.9667,22.0867,13364666.7,10.4538,3.1865,0.3773,30
sd,10,2,7.7367,20.8,13504000.0,9.6733,3.1977,0.174,30
sd,10,3,8.3767,20.0,11896000.0,9.5261,3.2308,0.083,30
sd,10,4,6.6633,18.15,11701666.7,8.9433,3.2368,0.4113,30
sd,10,5,8.3567,18.2833,11575333.3,9.4526,3.6347,0.4323,30
sd,10,6,7.3267,18.1167,11814333.3,9.1009,3.7655,0.2433,30
sd,10,7,5.51,19.5033,13912666.7,8.6658,2.8951,0.0297,30
sd,10,8,7.6067,20.4367,13158333.3,9.1494,3.1156,0.154,30
sd,10,9,6.1367,19.0933,12406333.3,9.0508,2.8635,0.1767,30
sd,10,10,5.1367,18.93,12831333.3,9.1014,3.2138,0.291,30
sd,10,11,6.7733,19.3433,12005666.7,9.2397,3.8021,0.1483,30
sd,10,12,6.1133,17.2333,11218000.0,8.4021,3.7444,0.239,30
sd,10,13,4.37,15.34,11875666.7,7.3423,3.4513,0.339,30
sd,10,14,4.0333,15.37,10719333.3,7.0392,3.4231,0.217,30
sd,10,15,3.1767,14.9533,11320666.7,7.0387,2.9899,0.2497,30
sd,10,16,3.5667,15.32,11331333.3,7.28,2.937,0.138,30
sd,10,17,3.74,16.3533,10939333.3,7.4613,3.1786,0.176,30
sd,10,18,4.79,16.32,11157666.7,7.5605,3.4774,0.1517,30
sd,10,19,4.1433,16.6167,11650666.7,7.41,3.0905,0.0327,30
sd,10,20,3.6767,16.33,10570666.7,7.6089,2.6966,0.1647,30
sd,10,21,4.3633,15.21,9925666.7,7.2588,3.1784,0.1677,30
sd,10,22,3.0233,14.1567,9471000.0,7.3319,2.9159,0.147,30
sd,10,23,2.8567,13.59,9968000.0,7.5165,2.8676,0.2853,30
sd,10,24,2.5933,13.0967,9265666.7,7.0673,2.904,0.0937,30
sd,10,25,2.3133,13.03,9939000.0,7.0387,3.0656,0.1077,30
sd,10,26,2.2367,12.3067,9599666.7,6.7793,3.1307,0.1113,30
sd,10,27,1.19,11.9133,8922000.0,6.5125,3.4834,0.1643,30
sd,10,28,1.5633,12.8667,9785000.0,6.54,3.3946,0.0583,30
sd,10,29,2.32,12.41,7978666.7,7.1446,2.8893,0.2157,30
sd,10,30,1.5867,11.0567,8686000.0,6.5522,3.2883,0.1893,30
sd,10,31,-0.4,11.3433,10224000.0,5.7589,2.9715,0.0183,30
sd,11,1,0.77,11.5133,9079666.7,5.7861,3.2133,0.0887,30
sd,11,2,0.08,11.8133,9452666.7,5.6485,2.9856,0.0127,30
sd,11,3,0.2167,11.4833,8313000.0,5.8558,2.9217,0.0793,30
sd,11,4,-0.4467,11.6467,9170666.7,5.9904,2.5443,0.067,30
sd,11,5,0.7067,11.6033,7984666.7,6.2743,2.7926,0.089,30
sd,11,6,-0.21,10.95,9029000.0,5.8064,3.0728,0.0683,30
sd,11,7,-0.93,10.7567,8483333.3,5.5681,2.953,0.1083,30
sd,11,8,-0.1967,10.25,8127666.7,5.6753,3.0562,0.024,30
sd,11,9,-0.93,9.6433,7762333.3,5.5467,3.0323,0.1267,30
sd,11,10,-2.2933,7.25,6928333.3,5.1909,3.2088,0.249,30
sd,11,11,-3.7367,6.2667,8497000.0,4.5079,3.0962,0.0427,30
sd,11,12,-3.4067,6.1267,8102000.0,4.5939,3.226,0.0737,30
sd,11,13,-3.0233,8.46,7861666.7,5.0213,3.0629,0.0733,30
sd,11,14,-1.9867,8.1133,7644333.3,5.2728,2.9164,0.0463,30
sd,11,15,-2.8967,7.6033,7578666.7,5.1314,2.8592,0.0977,30
sd,11,16,-2.88,7.51,7400333.3,5.223,3.2155,0.0463,30
sd,11,17,-3.4533,6.2367,7235666.7,5.045,3.2004,0.071,30
sd,11,18,-4.02,7.0667,7672666.7,4.8635,3.101,0.092,30
sd,11,19,-2.6933,6.9567,7587000.0,4.7937,3.5229,0.153,30
sd,11,20,-4.25,5.7333,6988333.3,4.3833,2.9262,0.0437,30
sd,11,21,-5.3767,4.9,6985333.3,4.0707,3.0543,0.0197,30
sd,11,22,-5.2667,5.8033,7086666.7,4.3407,2.5125,0.0417,30
sd,11,23,-4.64,5.5333,6847333.3,4.4294,2.8767,0.0457,30
sd,11,24,-5.1633,4.85,6792000.0,4.2639,3.2365,0.08,30
sd,11,25,-5.8667,3.6667,6922666.7,3.9762,2.824,0.0033,30
sd,11,26,-6.5033,3.1067,6681000.0,3.9204,2.7668,0.098,30
sd,11,27,-7.21,2.73,6770333.3,3.7892,2.9001,0.1027,30
sd,11,28,-6.3533,3.62,6444000.0,3.9148,2.8664,0.2343,30
sd,11,29,-5.7433,3.09,6171000.0,3.9816,3.2037,0.0473,30
sd,11,30,-6.36,2.2033,6279333.3,3.9131,3.1549,0.157,30
sd,12,1,-6.2133,2.73,6140666.7,3.9542,2.9471,0.118,30
sd,12,2,-6.5467,2.3767,5967666.7,3.924,2.9471,0.045,30
sd,12,3,-7.0667,1.8933,6174333.3,3.7884,2.9652,0.0397,30
sd,12,4,-6.7967,1.7967,6065333.3,3.7806,3.045,0.067,30
sd,12,5,-8.8133,0.4233,5904333.3,3.328,3.1985,0.0377,30
sd,12,6,-9.3833,0.1,6606000.0,3.2098,2.8561,0.0117,30
sd,12,7,-8.97,0.0633,6506333.3,3.3417,2.6916,0.0297,30
sd,12,8,-8.8733,-0.01,5487000.0,3.4226,2.8616,0.0583,30
sd,12,9,-9.3767,-0.0167,6344000.0,3.3231,3.1554,0.0763,30
sd,12,10,-9.6833,0.4,6030333.3,3.3898,2.8977,0.031,30
sd,12,11,-9.3,-0.12,5952666.7,3.4674,2.9614,0.0703,30
sd,12,12,-9.66,-0.7467,6043000.0,3.4094,2.6602,0.0067,30
sd,12,13,-7.9533,0.4833,5673000.0,3.6716,2.9207,0.1163,30
sd,12,14,-7.9033,1.3667,5383000.0,3.8346,3.1582,0.1103,30
sd,12,15,-7.9833,-0.2367,5189333.3,3.7859,3.3515,0.1037,30
sd,12,16,-8.4567,-0.6967,5642666.7,3.4818,3.3407,0.0903,30
sd,12,17,-10.0733,-1.3,5984000.0,3.2378,2.8551,0.0397,30
